Cell	Cbfa2t3h	Cdh1	Cdh5	Egfl7	Eif2b1	Erg	Ets1	Ets2	Etv2	Etv6	Fli1	FoxH1	FoxO4	Gata1	Gfi1	Gfi1b	HbbbH1	Hhex	HoxB2	HoxB4	HoxD8	Ikaros	Itga2b	Kdr	Kit	Ldb1	Lmo2	Lyl1	Mecom	Meis1	Mitf	Mrpl19	Myb	Nfe2	Notch1	Pecam1	Polr2a	Procr	Runx1	Sfpi1	Sox17	Sox7	Tal1	Tbx20	Tbx3	Ubc
HFA1_001	-2,598855758	-14	1,815101273	-0,096168027	-0,108031257	-4,038593128	-2,836066678	1,131548743	-0,671963097	-1,636850308	3,423681803	0,394950553	-2,376936278	-4,924172048	-14	-14	-4,061287038	-2,475869298	-14	-4,038424678	-14	-4,259571458	-4,777245278	1,047010243	-3,010446808	-3,488509358	-3,050088818	-0,406746097	-5,128745378	-1,928578878	-7,275551728	-2,097031048	-14	-14	-5,003280328	-0,046818947	-0,863090747	-2,222564838	-3,470348088	-4,478411258	-3,142280118	-0,414084757	0,144745023	-8,102097538	-2,477317228	3,068153053
HFA1_002	-14	-14	-14	-3,913417315	0,090021795	-14	-4,657568065	-1,901248895	-0,974526895	-2,426526505	0,951514135	-0,869843875	-0,625981045	-14	-14	-14	-14	-2,103049675	-14	-14	-14	-14	-14	1,557401215	-1,806324775	-2,731684795	-14	-14	-14	-14	-14	-2,042966665	-3,944613275	-14	-3,477989735	-4,612856465	0,020120465	-14	-14	-14	-14	-1,381857205	1,156480555	-5,832248105	-2,793252365	1,932824405
HFA1_003	-14	-14	-14	-4,460141888	-0,786669097	-14	-3,995104728	-0,298499218	0,988461772	-3,274385318	-2,179871788	0,625494542	-1,174191898	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	2,346619523	-0,314449808	-1,507721568	-14	-14	-14	-14	-14	-1,986337978	-3,691468128	-14	-5,254561058	-14	-0,568988008	-14	-14	-14	-14	-3,849391938	-1,741473098	-5,727293568	-4,207901078	3,341995083
HFA1_004	-14	-14	-14	-14	-0,250754145	-14	-5,307169465	-3,526605785	-1,689075475	-3,287568705	-14	0,853823615	-1,630560455	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	0,071580685	-4,811756595	-14	-14	-14	-14	0,158175655	-4,407672435	-0,872152175	-14	-14	-14	-14	-0,787681925	-14	-14	-14	-14	-14	-14	-6,280626845	-2,131293845	1,910588245
HFA1_005	-3,907257698	-14	0,019497022	-0,715845207	-0,044821967	-2,546303348	-2,370981998	0,618566833	-1,171904708	-2,268569548	2,889149763	-0,681293108	-1,833798518	-14	-14	-14	-14	-2,298210138	-14	-14	-14	-14	-4,874138128	1,502596423	-3,203611868	-1,176624408	-4,900529498	-1,363303428	-6,302374408	-0,640511827	-14	-2,446180568	-14	-14	-4,207031308	-2,338428388	-0,214820277	-14	-6,265470248	-4,932180248	-4,086890978	-1,600017368	0,004373813	-6,554154228	-14	2,705822813
HFA1_007	-14	-14	-14	-4,559220963	0,165741958	-14	-6,536367563	-3,623691513	-1,759396773	-4,644909603	-3,747449363	0,485819518	-4,639732413	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	0,125087828	-5,541359253	-1,778640593	-14	-14	-14	-1,904798153	-6,046903823	-1,938600903	-14	-14	-9,182411493	-14	-0,359333533	-14	-4,466130343	-14	-14	-14	-2,788072823	-8,462766203	-14	2,132192478
HFA1_008	-3,590741025	-14	-14	-2,745486655	-0,175747535	-3,568166725	-5,484120865	-0,182001285	0,429372155	-1,124926505	1,375766415	0,876168895	-1,506039185	-14	-14	-14	-14	-2,349799545	-14	-14	-14	-5,653785365	-4,212304655	1,286169575	-14	-1,532508405	-4,425754775	-14	-14	-0,215751235	-6,089227975	-1,519443265	-14	-14	-5,118318825	-14	-0,754239275	-4,493209245	-5,380814395	-14	-4,138298805	-1,615437265	0,633576905	-6,532572845	-3,899629025	2,449430075
HFA1_009	-14	-4,670877453	-14	-14	-0,545707092	-5,307585623	-4,321608813	-1,948052563	-0,155843013	-2,778142293	-3,438702203	0,470113978	-1,372323873	-14	-5,604030773	-14	-14	-3,864068363	-14	-4,424341243	-14	-14	-14	1,175671968	-4,762739353	-1,318647333	-6,733530643	-14	-4,627058533	-0,285097952	-5,113297753	-1,062861753	-14	-14	-6,115635963	-6,652027543	-0,900763282	-14	-6,686637783	-14	-14	-4,304491493	-0,604229003	-6,135940703	-5,270094893	2,509332128
HFA1_010	-1,332321253	-14	3,705748728	0,089039608	-0,047361842	-1,741410843	-2,985068963	2,786155238	-2,123167653	-1,419094073	1,197508868	-0,722012843	-2,319758693	-14	-3,140965703	-2,857831853	-2,104972893	-2,121124813	-14	-4,094528163	-14	-5,566204763	-2,173567383	0,865035118	-1,655728083	-4,000019763	-14	0,561786408	-14	-2,243125593	-6,815333603	-1,887580023	-3,918266293	-6,368060133	-4,172580203	-0,913051602	-0,586002262	-1,108020683	0,478909338	-3,040554533	-14	-1,743884313	-0,190126412	-14	-4,617106053	2,520944128
HFA1_011	-3,165222038	-14	1,907606013	0,485880413	-0,062107277	-1,408576118	-1,745542218	1,151850463	-0,452081257	-2,955229018	2,925067723	-0,597692607	-2,377391338	-14	-14	-14	-14	-2,800282438	-14	-2,591693908	-14	-5,126437888	-4,108613178	1,875258233	-1,233970768	-2,133275648	-4,280504678	-0,334137977	-5,140202768	-0,733136617	-14	-1,888223448	-14	-14	-4,627140408	-1,842952028	-0,621731807	-14	-4,085857958	-6,088587378	-2,520233308	-1,226080638	-0,108864977	-7,762380078	-4,607922238	2,572062533
HFA1_013	-14	-14	2,380741663	-2,240632178	0,816130652	-3,542748248	-3,881017218	1,757126003	-14	-1,713610238	0,809419052	0,265482412	-2,698522278	-14	-14	-14	-0,760560988	-1,781579658	-14	-14	-14	-3,187832428	-3,871554128	1,103805313	-0,553418688	-2,242240318	-3,150933258	0,536223872	-14	-0,250656538	-14	-2,094297768	-0,253011748	-14	-6,271741028	-0,663075018	-0,615461108	-0,898029918	-0,178607988	-5,918028208	-14	-2,224527628	-0,345497838	-7,376144618	-14	1,893628223
HFA1_014	-14	-3,804461835	-14	-14	0,481484035	-14	-14	-2,030944675	0,805382205	-1,233418285	-14	1,998902295	-0,211447725	-14	-14	-14	-14	-14	-14	-14	-14	-14	-3,678891535	1,624149545	-3,672622385	-2,448064645	-14	-14	-4,413078055	0,876178265	-3,209914675	-2,575132915	-14	-14	-8,523507395	-3,448089885	-0,112874625	-14	-14	-4,020524655	-14	-14	-1,770513575	-4,981307755	-2,560458185	2,206523505
HFA1_015	-14	-14	-14	-5,164542383	-0,447442053	-5,445755933	-4,638817213	-1,089764713	-1,755677323	-4,474848753	-4,042609083	1,175066088	-0,001156112	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	0,715131638	-4,142266883	-1,268726183	-6,318299723	-3,694058853	-5,024940663	-1,419655893	-14	-1,410903393	-14	-14	-6,360853593	-5,238706413	-0,864374722	-14	-4,180205923	-14	-14	-14	-1,482506023	-8,098625033	-4,895656403	2,722720168
HFA1_016	-14	-0,51842837	-14	-4,64282331	0,10733214	-14	-14	-2,31056805	-14	-4,06670571	-14	-2,57071982	1,26138483	-14	-14	-14	-4,15967089	-14	-14	-14	-14	-14	-14	-14	-14	-3,98748006	-3,86966047	-14	-14	-14	-14	-1,6265852	-14	-14	-14	-14	-1,81206494	-14	-7,5449117	-14	-14	-3,84319071	-14	-8,5942048	-3,01308513	3,331318
HFA1_017	-4,842501208	-14	-14	-14	0,460271813	-3,184366428	-5,268866908	-4,031896648	-0,072308517	-4,065616058	-1,480713238	1,209903003	-1,490134158	-14	-14	-3,641057618	-14	-14	-14	-3,678649748	-14	-14	-14	1,069812903	-7,782218188	-1,324194848	-14	-14	-4,606482818	0,113245893	-5,096949238	-3,147822998	-14	-14	-5,737599278	-3,581156278	-0,019882357	-14	-14	-14	-14	-14	-1,727693658	-14	-14	2,707433543
HFA1_018	-4,175196635	-14	0,663614295	-2,973872395	-0,004818565	-3,582440015	-3,529749825	-0,158467025	-14	-3,372834205	0,275736635	0,140094485	-0,758505845	-2,882477215	-14	-2,380926255	1,517198365	-3,235905125	-14	-3,853414545	-14	-2,198443855	-4,504152755	-1,060030235	-2,409340055	-1,839042555	-5,266955205	-14	-14	-14	-14	-1,174307235	-0,183471665	-5,061302945	-14	-0,979189685	-1,000028025	-2,660483635	-0,145772365	-3,852849705	-14	-14	-0,232217535	-8,627746155	-5,033322235	2,179153825
HFA1_019	-3,13112793	-14	0,01629085	-1,88801823	0,27432819	-14	-4,48812356	0,60770721	-4,85706936	-2,52423757	2,42108049	-0,07347215	-0,94192628	-14	-14	-0,46611986	-5,5134707	-3,88712543	-14	-14	-14	-3,84535794	-2,56863456	-1,43309327	-2,51574785	-1,09026357	-14	-0,38723358	-14	-14	-14	-1,27455619	-0,36648217	-3,85110557	-7,63442571	-2,19193599	-1,06834115	-4,39856984	0,71632212	-3,95092555	-14	-5,48030871	0,32510219	-14	-5,15137149	2,06856915
HFA1_020	-14	-14	0,73612286	-2,42669786	0,28075605	-4,72063376	-1,5668007	0,51658544	-14	-2,50350475	2,21151805	0,87289407	0,55490439	-3,07245006	-1,92445242	-0,48935208	-0,15856382	-1,63812456	-14	-2,54120374	-14	-3,72481169	-5,22118976	-0,1720956	-1,73155098	-1,58107158	-4,21788413	-0,56099077	-5,66548811	-14	-14	-2,74262186	0,52053992	-4,08198501	-5,80136394	-1,22983577	-0,47337618	-1,35149807	1,36694284	-4,54445522	-14	-3,37199864	-0,91908357	-8,32465962	-3,73584323	2,93524199
HFA1_021	-1,620916815	-14	3,416886225	-0,450442385	0,530507025	-1,814183175	-1,052575055	2,034469155	-4,701456865	-2,172817425	3,608155975	0,859724105	-1,086510655	-14	-3,578109815	-14	-14	-1,243989855	-14	-3,244963285	-14	-14	-3,015135235	2,368256525	0,028368345	0,198473895	-14	0,070653895	-3,989505025	0,311623715	-4,922716205	-1,506984595	-14	-14	-4,181196645	0,631314325	-1,658981385	0,028874535	-1,353671405	-14	-2,795428215	-0,527555235	0,387184725	-14	-3,720857925	2,635458955
HFA1_022	-2,820660075	-14	2,451543225	-4,114040445	0,473244235	-2,337223285	-4,286615875	0,617222665	-3,801114185	-3,135949885	1,619875345	0,168634315	-0,046102065	-2,953204355	-14	-2,026397905	-0,939067135	-2,721736135	-14	-14	-14	-2,385944565	-2,919762995	-0,359724615	-1,031914475	-1,231544685	-5,514365015	-1,271246035	-14	-2,667041335	-5,280870025	-1,652538825	-1,146406325	-4,550413975	-6,382795845	-1,986340535	-0,677190135	-14	0,163967655	-2,022010775	-14	-3,817046075	-0,527964835	-14	-14	1,856484725
HFA1_023	-14	-14	1,116383713	-0,859113628	0,266459192	-14	-5,508062808	-0,491093978	-2,609162948	-2,253868258	2,890827173	-1,655224528	-1,447944208	-14	-14	-14	-14	-0,773983928	-14	-4,167259628	-14	-14	-14	0,903858182	-2,091401948	-1,018894448	-4,929812228	-1,063700858	-14	-14	-14	-1,799026168	-4,291096468	-14	-5,827990008	-2,433920548	-0,831226478	-14	-6,183386658	-14	-4,843355508	-2,099245788	-1,419666438	-6,672131258	-2,645599228	2,363793453
HFA1_024	-4,168703743	-14	-14	-1,622740243	-0,009613923	-14	-4,341086663	-0,131968963	0,460780037	-3,284780063	1,928882608	-0,086088003	-1,861975263	-14	-14	-14	-14	-2,479424653	-14	-14	-14	-5,440949053	-4,259093713	1,358783718	-3,073916383	-2,665267003	-5,811252003	-1,755345673	-14	-1,186464473	-14	-1,027239223	-14	-14	-4,201363783	-2,107484273	-1,288383063	-14	-3,864805123	-4,136274453	-2,460487053	-1,284941973	-0,206235783	-6,899187363	-3,782048183	2,325236208
HFA1_025	-1,986716833	-14	3,219297828	0,146894507	-0,313607533	-1,818392283	-1,626553063	1,576213578	-4,668571123	-2,098039533	3,294868928	-0,341150513	-0,302273402	-4,846862163	-14	-3,249914903	-2,323128843	-3,130242033	-14	-3,234268683	-14	-3,360523333	-3,754970793	1,568182158	-1,332542163	-1,053005163	-4,337361073	0,568055897	-5,592650323	0,168585307	-6,667427383	-1,015089143	-2,248700053	-14	-4,054759903	-1,155173013	-1,371571493	-1,043751623	-0,740301853	-1,607095523	-4,837842493	-1,906798413	-1,195715743	-7,845604783	-4,412702573	2,700268168
HFA1_026	-14	-14	-14	-3,845474033	-0,542867212	-14	-2,684708633	-2,836972753	-0,720381992	-3,854219343	-0,934311353	-0,226194723	-1,998267453	-14	-14	-2,607093223	-14	-14	-14	-1,743560663	-14	-14	-14	1,040494268	-2,771394073	-1,681617493	-14	-14	-14	-14	-14	-0,835006413	-14	-4,912462993	-14	-14	-0,617076682	-14	-4,278109143	-14	-3,137848593	-4,396020343	-14	-5,589056503	-1,469759813	1,994950308
HFA1_027	-6,368975375	-14	2,771529725	-1,991832545	0,417882685	-1,605199695	-2,815901125	2,430437905	-3,705631795	-2,010805135	3,460502985	0,691172245	-0,042696605	-3,594154575	-14	-14	-2,786977045	-14	-14	-14	-14	-3,642823545	-14	1,095495535	-0,810633755	0,204910805	-14	0,546934885	-14	-2,392137065	-14	-0,533798145	-1,854844355	-4,204132155	-5,020771515	-0,613636285	-0,132178455	-14	-0,692923255	-14	-14	-0,303550195	-2,988502845	-7,592908855	-14	0,248093915
HFA1_028	-3,154806213	-14	-14	-3,022375543	0,090635887	-4,583354633	-2,784144283	-1,463374523	-4,715720723	-2,336471453	-3,069809273	1,658986358	0,746480677	-14	-14	-14	-14	-14	-14	-14	-14	-14	-5,359666153	-1,678575283	-2,523923613	-0,846913323	-14	-14	-14	1,145011448	-6,509731893	-1,705378573	-14	-14	-7,967884453	-5,000910283	-0,013983093	-14	-14	-14	-14	-14	-14	-5,411791043	-2,945159093	1,628725778
HFA1_029	-3,809103985	-4,736317515	-0,246727885	-0,959613995	-0,200139085	-3,996011995	-3,263882655	0,741802655	-3,330290525	-2,483814955	1,630374465	-0,591920395	-1,782528085	-14	-14	-14	-14	-0,546886645	-14	-3,045149475	-14	-4,776449755	-4,424293675	1,322916855	-4,007535295	-2,038494675	-4,661135005	-14	-5,347532475	-0,451634305	-14	-1,620308195	-6,906535365	-14	-4,885912095	-4,245084415	-0,346907215	-14	-3,146867935	-5,273976675	-14	-1,251803165	-0,087888445	-9,020859075	-14	2,167354495
HFA1_030	-2,338270738	-14	1,421460163	-1,502762418	0,251754682	-3,680026818	-2,425255788	1,994607043	-1,137617768	-2,292009898	2,564188393	-0,690417798	0,331940172	-4,765210728	-14	-4,273557768	-5,535350588	-3,331916038	-14	-1,602010988	-14	-3,968951128	-3,639207328	1,120571713	-14	-4,936467448	-14	-0,961891868	-14	-14	-7,306852508	-1,672895778	-4,680973058	-14	-5,003428528	-2,053957068	-0,845317518	-14	-3,486028778	-14	-14	-1,216079808	0,195200232	-14	-14	2,266458613
HFA1_031	-4,163121768	-14	1,708577453	-4,809214118	0,295074252	-2,683855768	-4,721363098	-0,363041708	-5,506858958	-1,653038728	0,771053332	0,378879582	-0,214573478	-1,931942878	-14	-0,782329208	1,413142863	-3,612314538	-14	-14	-14	-1,233188998	-2,910709938	-2,488875758	-1,034633378	-1,388538308	-3,292930918	-0,341767378	-14	-14	-7,435781408	-1,005360678	0,046032782	-2,380695018	-9,509447028	-1,849771348	0,139802482	-4,579434138	0,684166522	-2,456735358	-14	-14	-0,232019638	-14	-14	0,570483942
HFA1_032	-2,92754771	-14	3,65560124	-0,44642797	0,04484629	-3,2308241	-2,83951527	0,64293548	-5,02213793	-2,00149582	2,50841683	-0,31466229	-0,73731233	-14	-5,48698497	-14	-14	-0,53208192	-14	-14	-14	-3,83197399	-2,23029899	0,15452309	-1,93452845	-1,30466468	-4,22921813	-0,40835408	-14	-0,81920869	-14	-1,62565087	-2,47303749	-4,58963466	-5,31493468	-0,95566456	-1,30245444	-2,09243658	-0,52426325	-2,61312993	-14	-3,14315277	-1,47766971	-8,65606532	-14	2,88325902
HFA1_033	-14	1,047140823	-14	-5,693315508	0,011726543	-14	-14	-2,646776268	-14	-2,978681188	-14	-1,531134768	1,638079663	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-2,926702448	-14	-14	-14	-14	-4,366524598	-5,954264558	-2,536513708	-14	-14	-8,648224368	-14	-0,825550097	-14	-4,125831198	-14	-14	-4,726849418	-14	-7,309802288	-2,924719688	3,350337263
HFA1_034	-14	-14	-1,578497803	-0,406191013	0,216859707	-14	-2,430303803	0,772410697	-0,119950673	-1,764668063	3,434418868	0,722627687	-0,778598653	-14	-14	-14	-3,119676893	-0,963144623	-14	-3,740528943	-14	-4,575366693	-14	2,006932678	-0,777417423	-1,462108293	-4,457282843	-0,738153043	-14	-0,903458583	-14	-1,110658253	-14	-14	-4,580299423	-3,679529513	-1,020585583	-2,594546553	-3,942507913	-4,131983103	-2,635075963	-1,506583743	0,999221507	-14	-14	1,914384128
HFA1_035	-14	1,048209995	-14	-4,027710965	1,054221315	-14	-14	-0,469672975	-14	-14	-14	-0,265980665	-6,251069885	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-3,964810365	-5,147421005	-2,644289845	-14	-14	-14	-2,698802025	-7,541160375	-1,186651685	-14	-14	-14	-14	-0,755252485	-2,009192835	-14	-14	-14	-14	-14	-14	-14	0,887682855
HFA1_036	-2,07204018	-14	1,84721669	-4,30378031	0,1332801	-4,68920991	-6,36668799	-0,46859563	-4,67654696	-2,1757671	0,68990557	0,92718803	-0,66863832	-4,6308468	-14	-1,42016617	-3,23657236	-2,7459918	-14	-14	-14	-3,70910405	-3,72376811	-1,60710211	-1,199559	-1,72987536	-4,46930699	0,05232087	-14	-4,67566391	-14	-1,73230993	-1,15907152	-3,48739992	-6,86069095	-2,39807852	-0,84316633	-2,89814389	-0,61514992	-1,46143432	-14	-5,08203895	-1,55587859	-14	-14	2,44219616
HFA1_038	-14	-14	-2,486380275	-3,908122095	0,257196395	-14	-5,242993415	0,761685935	-1,549658335	-1,531249395	1,807414265	-1,050332055	-1,810547615	-14	-14	-14	-2,845230295	-1,299439225	-14	-14	-14	-14	-14	2,241820335	-2,305370775	-2,569509085	-5,657054285	-14	-14	-2,398312345	-14	-1,241430385	-3,282846925	-14	-4,048978795	-1,792414585	-0,422549325	-14	-14	-14	-3,649092605	-1,147808365	0,319825695	-5,894717915	-1,216663805	1,406783315
HFA1_039	-14	-14	-14	-2,476524278	-0,737086758	-14	-5,552013758	-0,776368738	0,029785942	-5,392621638	-0,006834628	-0,756663358	-1,173899868	-14	-14	-14	-14	-14	-14	-1,367267398	-14	-14	-14	1,591836003	0,064421442	-3,190233568	-14	-14	-14	-3,883562728	-14	-1,623691118	-14	-14	-14	-14	-0,423291198	-14	-14	-14	-14	-1,575259498	0,403810802	-6,172747468	-3,248130608	2,784069073
HFA1_040	-14	-14	-14	-3,864908315	-0,426296065	-14	-7,201891885	-0,998365935	-0,128359495	-2,599735645	-3,350962235	0,298660445	-1,333216535	-14	-14	-14	-14	-2,545961925	-14	-14	-14	-14	-5,018961955	0,419702035	-3,975699585	-0,591098835	-9,253260685	-14	-14	0,074337875	-14	-1,852094685	-14	-14	-5,855924935	-14	-0,309138375	-3,546600345	-14	-14	-4,829514785	-14	-0,077711095	-6,801465295	-3,898893305	2,587529125
HFA1_041	-14	-14	-14	-2,605662218	-0,180140538	-14	-4,262719878	0,098917222	-1,001153088	-2,531331018	-0,967695128	1,138630083	-0,357022438	-14	-14	-14	-14	-2,816611858	-14	-14	-14	-14	-14	2,323847983	-4,194379438	-0,274036617	-14	-14	-14	-1,057045978	-14	-1,837867598	-14	-14	-5,912297138	-3,160630838	-0,010911827	-14	-5,810723428	-14	-14	-2,933668868	0,578078252	-6,181450628	-4,565792708	2,028919963
HFA1_042	-2,060965483	-14	-14	-1,202023633	-0,387850083	-3,354756493	-3,967848443	0,484823527	-0,101186433	-1,827889563	-0,020361533	1,347573068	-0,730024423	-14	-14	-14	-14	-5,686176133	-14	-3,334926063	-14	-14	-14	1,741526578	-1,440449413	-1,942758143	-14	-1,934609613	-3,329529843	0,460538387	-14	-1,391186203	-8,057464803	-14	-5,510706573	-2,702029473	-0,342669383	-14	-5,448999443	-14	-4,089879273	-2,576623153	0,298003177	-4,500842473	-2,881305283	2,121705668
HFA1_043	-3,912176463	-14	-6,966337913	-1,783914023	0,064605618	-4,184631963	-2,560150893	0,926764408	-2,292840803	-1,795000013	2,606462768	0,102583808	-2,220238343	-14	-14	-14	-2,298079373	-1,366179973	-14	-1,621335123	-14	-14	-14	1,168476138	-2,349270463	-1,428050663	-14	-0,120629712	-3,158890463	0,811391968	-14	-2,015434403	-3,044993213	-6,224545353	-5,363978643	-1,643686383	-0,465419252	-14	-3,676098523	-14	-14	-1,127813503	-1,040413003	-5,555703333	-3,296480463	2,416248038
HFA1_044	-14	-14	-2,576868265	-2,846562595	-0,413021125	-14	-5,671278905	-0,971403495	0,297014465	-2,599106435	0,597766185	-0,497666035	-3,398263695	-14	-14	-14	-14	-2,189681235	-14	-3,382713475	-14	-14	-14	1,075765815	-1,217921485	-1,913607655	-14	-14	-14	-14	-14	-1,175051425	-14	-14	-7,143754685	-3,540028915	-1,015946125	-14	-5,708552705	-14	-14	-2,117766845	0,906722705	-6,571893165	-14	2,604018675
HFA1_045	-1,728215395	-14	4,087190175	0,299952755	-0,244312895	-1,195399475	-1,843806025	2,547202515	-1,125596255	-1,300924615	3,342551165	0,049032915	-1,715728255	-14	-14	-1,590159835	-2,408301645	-3,089696375	-14	-2,982903665	-14	-3,581076475	-2,147517365	1,769996655	-0,759273655	-0,866405905	-14	0,764736535	-14	-0,455239375	-14	-2,145644815	-3,848118535	-6,224470235	-3,827232855	-0,440190525	-0,632068775	-0,773566855	-1,183393425	-2,812937325	-14	-1,106295035	0,060946945	-14	-4,165973545	3,022026485
HFA1_046	-1,525315428	-14	3,615518063	0,299766202	0,136926213	-3,367231798	-3,796935118	1,510754833	-0,911711678	-1,547521838	3,275256643	0,423392432	0,637765233	-14	-5,801926498	-0,946330378	-14	0,213541012	-14	-14	-14	-2,323934988	-14	1,599436603	-1,025890128	-3,408420408	-4,473468628	0,682644213	-14	0,697739603	-4,236698768	-2,760912978	-0,555877518	-4,699089528	-2,622174108	-0,134499258	-0,644850558	0,648661803	0,523204992	-1,298010588	-14	-2,367851778	1,217698313	-14	-14	3,268837323
HFA1_047	-3,672100093	-14	2,880861278	-1,928821173	0,381981637	-3,934877743	-2,451057703	1,624952078	-14	-4,752266913	1,993685768	-0,523720923	-2,649634353	-14	-14	-1,998046783	-14	-14	-14	-4,036486143	-14	-14	-4,304762983	0,881753457	-1,136786563	-3,319116573	-2,754504333	-1,022956433	-14	-1,311457803	-7,355060933	-2,132287413	-1,818559703	-5,461553773	-3,827737133	0,047001457	-0,683891353	-1,135211633	-1,184657063	-0,945773333	-14	-14	-0,376738753	-14	-3,570514423	2,434197128
HFA1_048	-3,800262625	-14	2,302239955	-0,532118545	-0,253287945	-3,947159955	-2,773835175	1,876993265	-1,897401965	-0,895429485	3,481386515	1,005065215	-1,224147165	-14	-14	-14	-14	-1,561231015	-14	-14	-14	-4,434758005	-14	2,214919785	-1,155271625	-1,681390735	-3,394156925	-1,034503885	-1,800120925	-0,523163785	-14	-1,791726165	-2,208792115	-4,619333085	-4,074481475	-0,018542785	-0,732866735	-14	-3,043142845	-4,302605155	-3,151779585	-0,354782705	-0,242946815	-5,937551785	-14	2,777880845
HFA1_050	-4,01622369	-14	2,12456053	0,02613198	-0,48832935	-0,9123802	-2,33653649	2,38708801	-2,38874449	-2,00877749	2,24214301	-0,70803689	-1,89257343	-2,66526081	-14	-4,054915	-4,41596984	-3,4053902	-14	-14	-14	-2,60303178	-4,01507095	0,95010601	-1,10824036	-2,75975204	-14	0,33653323	-4,84731257	-2,25477251	-14	-1,73737963	-2,4355681	-14	-5,87207904	-2,05015111	-0,42065685	-14	-0,5805218	-2,48616706	-14	-2,85554155	0,545894	-7,65556594	-2,80457568	2,64636583
HFA1_051	-3,558231708	-14	-14	0,583162502	0,257766543	-1,626509928	-1,430834168	2,059450783	-0,286444147	-2,354744228	3,568356563	0,748568642	-0,951209348	-14	-14	-14	-14	-0,525321838	-14	-1,596659698	-14	-4,859994588	-4,392607128	1,762950683	-0,901989248	-2,649119028	-14	1,287876483	-14	-0,646959468	-14	-2,765587428	-2,592322928	-14	-4,175788308	-1,139301828	-0,461580297	-14	-3,094060768	-14	-4,139641518	-1,911072178	-0,408959198	-14	-3,741706498	2,969401183
HFA1_052	-2,451549153	-14	-0,627921193	-1,197082123	-0,116131233	-3,686545783	-3,329044543	1,202988558	-3,534897213	-2,102081463	2,624486478	-0,026287012	-0,629117043	-2,307116573	-14	-1,570669313	-2,711173143	-14	-14	-14	-14	-2,101359683	-4,323068143	-0,460877033	-3,871510083	-1,283313753	-14	-0,070707542	-14	-14	-6,002881173	-1,473896133	-0,826939703	-6,698783713	-5,108791683	-1,680863153	-0,525448302	-2,255934593	0,683579908	-5,320844783	-14	-3,889958123	-0,643709492	-14	-5,226304223	2,115475668
HFA1_053	-3,441460918	-14	0,621758172	-3,158393148	0,559763382	-14	-3,912943218	0,310269442	-14	-3,226770938	-0,031969808	-0,485221218	-1,757195018	-2,413103358	-14	-0,784556208	1,493430043	-3,784250968	-14	-4,033838248	-14	-2,520481638	-3,616615718	-2,123795378	-1,405665898	-0,882255988	-5,616984428	-1,329761438	-14	-14	-4,411106468	-1,884237088	-0,767337618	-3,694787278	-8,659341568	-5,127542868	-0,538272708	-2,437766738	0,608064702	-4,299376508	-14	-5,535245218	-1,587915068	-14	-14	1,862746413
HFA1_054	-14	0,633219388	-14	-3,083178973	-0,186820012	-14	-14	0,492981838	-14	-3,165259953	-14	-1,447288413	0,356998338	-14	-14	-14	-14	-14	-14	-14	-14	-4,435582843	-14	-14	-3,146337363	-0,781105422	-14	-14	-14	-2,384711853	-14	-2,776532443	-14	-14	-14	-14	-0,584132612	-14	-2,361101313	-14	-1,676567353	-14	-14	-14	-2,687327463	3,547485068
HFA1_055	-4,45118083	-14	-14	-2,4334603	-0,14473425	-3,7535227	-5,37763069	-1,90917637	-0,30129215	-2,13686902	0,20012554	1,39616578	0,03868948	-14	-14	-14	-14	-2,18096808	-14	-14	-14	-14	-14	2,65996149	-14	-2,03086715	-14	-2,46561947	-14	-0,12369385	-4,59827367	-2,1457657	-14	-14	-3,91657007	-4,24374247	-0,27888926	-14	-14	-14	-14	-2,15049008	0,64560297	-5,32311938	-3,90827482	2,56938921
HFA1_056	-14	-14	-4,652498313	-0,598756252	-0,284431802	-3,106581693	-4,415464783	0,377688688	-3,839044703	-2,006306343	2,173405938	0,764223188	-1,197041443	-14	-14	-14	-2,850917513	-2,082322823	-14	-14	-14	-14	-14	0,535868198	-2,241182783	-3,163867653	-14	-2,954716653	-14	-0,206403672	-14	-1,845027933	-2,716436533	-14	-5,472335313	-4,717178773	-0,374600453	-14	-2,983317223	-14	-4,077971353	-1,495272483	-1,128033113	-6,400289863	-2,144832883	2,504060188
HFA1_057	-14	-14	-14	-14	-0,142026668	-14	-14	-2,139780298	0,332761063	-3,408187498	-14	1,762306213	-1,495188748	-14	-14	-14	-2,230333158	-14	-14	-14	-14	-14	-14	1,240113103	-3,221769008	-1,167965028	-4,482578908	-14	-14	1,010966313	-14	-1,681755348	-3,054312838	-14	-7,014327198	-14	-0,266731538	-14	-5,637499548	-14	-14	-14	-14	-7,512715368	-14	2,090513553
