Cell	Cbfa2t3h	Cdh1	Cdh5	Egfl7	Eif2b1	Erg	Ets1	Ets2	Etv2	Etv6	Fli1	FoxH1	FoxO4	Gata1	Gfi1	Gfi1b	HbbbH1	Hhex	HoxB2	HoxB4	HoxD8	Ikaros	Itga2b	Kdr	Kit	Ldb1	Lmo2	Lyl1	Mecom	Meis1	Mitf	Mrpl19	Myb	Nfe2	Notch1	Pecam1	Polr2a	Procr	Runx1	Sfpi1	Sox17	Sox7	Tal1	Tbx20	Tbx3	Ubc
HFA4_052	-3,988046245	-14	2,953325515	0,160689935	0,344426425	-1,887165135	-0,861798305	1,179516735	-3,058367625	-1,436346615	3,403638625	-0,164308615	-1,416540605	-14	-14	-4,420678665	-14	-2,377242705	-14	-1,730627865	-14	-2,945423505	-2,430707435	1,255269495	-2,901611195	-1,143397155	-5,694738965	0,223677695	-14	-1,530966985	-5,162895275	-1,211920625	-5,075218435	-14	-5,213236835	-0,540879185	-1,628659585	-2,653351325	-1,312336695	-3,639429305	-14	-0,747332825	0,613277415	-8,308120395	-2,227171795	2,496153785
HFA4_053	-14	-14	-14	0,056382117	-0,027036453	-14	-4,680651223	-1,022506513	0,477031037	-1,738016903	2,857384348	-0,146022453	-0,992456943	-14	-14	-14	-3,845054633	0,091064397	-14	-14	-14	-14	-3,663908823	1,455922588	-3,769036413	-1,822513433	-3,941302903	-1,446568193	-2,578489023	-5,170486693	-14	-1,641117963	-14	-14	-5,312640693	-3,078480723	-0,104663623	-2,482642203	-14	-14	-2,989455523	-1,575290003	0,744195717	-8,683104693	-4,185496723	1,772818038
HFA4_054	-3,462616528	-14	-14	-0,612950698	-0,023112008	-4,562341458	-1,603262988	0,829454462	-2,006624208	-1,563176698	2,787307813	-0,081675568	-1,367613488	-14	-14	-14	-14	-1,411651288	-14	-2,340845708	-14	-3,816197658	-4,664743148	0,945195552	-4,589715128	-2,577135278	-4,789962538	-0,136844218	-14	-14	-14	-1,814503218	-1,939347748	-14	-4,639927908	-1,053588558	-0,703473868	-14	-2,814419058	-14	-14	-1,329341688	-0,049476608	-7,437067508	-3,300862228	2,541089093
HFA4_055	-14	0,185547235	-14	-5,405482375	0,611661325	-14	-14	-0,428684255	-5,238229885	-14	-14	-2,758663135	-0,189498095	-14	-14	-14	-4,552532915	-14	-14	-14	-14	-14	-14	-5,681122365	-14	-2,146325925	-14	-14	-14	-14	-14	-1,410688845	-14	-14	-8,757933315	-14	-0,761603885	-3,242260025	-14	-14	-14	-14	-14	-7,110889255	-3,020034685	1,560631405
HFA4_056	-3,396507885	-14	3,535722605	-0,518226685	0,027233105	-1,591177065	-2,957439075	1,957335275	-0,714265205	-2,453714635	2,748640655	-0,782582395	-2,010410105	-14	-14	-1,409801895	-14	-0,878768405	-14	-4,002588915	-14	-2,749731455	-2,508775245	0,262137295	-1,360638835	-1,892316315	-3,241880275	0,622303815	-14	-2,653542875	-14	-1,036985995	-2,006026965	-14	-4,944491005	-0,154985185	-0,895263175	-2,264663265	-2,859847065	-3,188960595	-14	-2,027111885	0,602871975	-14	-6,169622665	1,905016065
HFA4_057	-3,247257103	-14	3,588292348	0,248734147	-0,257986123	-2,180874233	-2,865082993	1,805823818	-2,032982583	-1,578913403	3,188387158	-0,365030073	-0,893135473	-14	-14	-3,105725253	-14	-0,575450843	-14	-3,272265043	-14	-14	-2,157829753	1,125406848	-0,631311933	-1,913761893	-14	-0,526133163	-14	-2,329145493	-14	-1,785244923	-4,048973413	-14	-4,806288583	0,145405467	-0,481933663	-2,447376823	-3,290291133	-14	-14	-2,458406893	0,859479627	-14	-4,738047063	2,525164708
HFA4_058	-2,760008338	-14	-0,334926978	-1,495531358	0,784863792	-3,468101998	-2,009959198	1,567973973	-14	-2,631755358	2,476918353	1,224716663	0,292765333	-2,904666398	-3,944393348	-2,515960028	-14	0,135488733	-14	-3,370528108	-14	-2,001754558	-2,946434278	0,533214833	-2,394350798	-0,134321808	-4,502115208	0,010185203	-14	-1,429921678	-14	-1,055907468	-1,292150968	-1,804728398	-14	0,029091143	-1,617100858	-1,907057748	-0,661460308	-3,057277588	-14	-1,814062708	1,279715623	-4,587374908	-14	1,888144533
HFA4_059	0,23176058	-14	2,16433126	0,71799974	-0,83968683	-1,22995431	-2,13544202	1,62864	-1,92564545	-2,57888459	3,10442727	1,04857469	0,54586371	-14	-14	-4,71805663	-14	-0,49108737	-14	-2,73425928	-14	-5,12844148	-3,50976315	1,92403719	-1,66969343	-2,35292295	-6,31860465	0,8878546	-14	-1,72149029	-14	-0,65153488	-2,50090281	-5,44461761	-5,23654582	-0,34049	-0,88363704	-3,25858414	-1,97527124	-4,0483056	-14	-1,63780761	-1,48535938	-14	-14	2,37485875
HFA4_061	-3,026417653	-14	1,572720278	0,435605678	-0,544511463	-3,454955693	-1,835096903	2,313138648	-0,019892272	-0,984708903	2,743849938	0,484243878	-1,736171083	-14	-14	-2,686800473	-14	-2,207228843	-14	-14	-14	-14	-14	2,373395078	-2,795282713	-3,492292513	-14	-2,356884913	-14	-0,403236862	-5,137092023	-1,268064033	-14	-14	-3,789875603	-3,496528063	-0,484921323	-4,575929843	-5,701458293	-14	-2,392879953	-0,601422753	1,511351978	-6,632816313	-14	2,297496818
HFA4_062	-5,051562408	-14	2,187959193	-1,653278518	0,559279803	-3,433756998	-3,351565588	0,230797283	-5,177733268	-2,282776728	1,102609013	0,193863483	-1,402820698	-4,222608298	-14	-1,282988088	-1,826803128	-1,430784128	-14	-3,651432058	-14	-1,807314288	-3,120266008	-0,039799388	-1,004858818	-1,195778998	-5,268313438	-0,652878287	-3,598975208	-1,758114578	-6,872699198	-1,431487848	-1,085759618	-5,538469908	-6,152385298	-0,458838077	-0,392964728	-3,091353388	-1,678756548	-2,101041138	-14	-3,228669918	-0,055652707	-14	-14	1,265172773
HFA4_063	-2,762935665	-5,096569965	-14	-2,815510485	0,184970525	-14	-3,761931195	-2,242896815	-0,633369545	-2,829746445	3,028568515	0,015732085	-3,294000105	-14	-14	-14	-4,216185555	-1,756321085	-14	-14	-14	-14	-14	1,521820075	-4,928846065	-2,411606045	-3,179756625	-2,047847175	-4,987634575	-1,181655315	-14	-1,066493685	-14	-14	-3,397507225	-2,607133675	-0,670075575	-14	-7,031681185	-4,792175255	-3,745168205	-0,739345205	0,624671665	-6,193857985	-2,854626225	1,551598735
HFA4_064	-3,00984201	-14	-14	0,75421994	-0,44285729	-14	-3,55412956	0,47410381	0,68345533	-0,95115893	4,00561803	0,74863354	-1,8341467	-14	-14	-14	-14	-0,44721577	-14	-14	-14	-14	-14	2,65400035	-1,51916953	-0,56620278	-14	-2,00509013	-2,55075676	-3,34953206	-14	-1,54195273	-14	-6,98403894	-3,24657124	-2,50091507	-0,48592228	-14	-6,03596676	-14	-3,28835898	-0,29606595	0,49369196	-7,18501313	-14	2,4707323
HFA4_065	-4,936331895	-14	-14	-4,711863915	-0,632767545	-14	-4,537237405	-3,240174365	-4,557242045	-3,012785045	-1,921687365	0,402092555	-1,918615045	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-0,382747085	-5,186079385	-1,396227995	-14	-14	-3,676530495	-1,069392215	-14	-2,312779355	-14	-14	-7,796867235	-14	0,585809775	-3,938731975	-14	-14	-14	-14	-14	-14	-14	2,359737125
HFA4_066	-4,736641415	-14	2,347680795	0,260578305	-0,356076645	-1,247634265	-1,716369615	1,485830815	-0,432214755	-2,061971975	3,234544085	0,592290865	-2,079031945	-14	-14	-14	-14	-0,706670325	-14	-2,534839965	-14	-4,679557645	-4,109175185	2,061961315	-1,385293915	-1,889810365	-14	-1,943058415	-14	-1,240530685	-14	-1,544065495	-14	-4,792644585	-5,270242075	-0,264890055	0,051322645	-14	-6,905420465	-3,494551735	-14	-1,294928425	0,179071055	-14	-2,287912835	1,848819495
HFA4_067	-14	-14	-14	-2,168273865	-0,208799105	-14	-6,211702185	-0,627446195	-1,141356435	-2,032260515	1,945592225	-0,697698665	-2,493459525	-14	-14	-14	-14	-0,115706455	-14	-14	-14	-14	-14	2,243814865	-6,903734395	-1,522468305	-4,915113555	-14	-14	-14	-14	-2,210434515	-5,268445855	-14	-5,412292345	-3,271750535	-0,375166705	-14	-7,178034875	-14	-14	-2,574953495	0,781215825	-7,077199725	-14	2,794400325
HFA4_068	-2,11305103	-14	1,22275126	0,89753691	0,08934273	-1,89249021	-0,97159354	2,93294833	-0,23350608	-2,70330202	3,4783962	-2,80239392	-2,07968532	-14	-14	-14	-14	-0,70492405	-14	-14	-14	-14	-2,59491904	2,39091573	-1,02582569	-1,59759894	-4,38086625	-1,6354942	-2,06106991	-0,33201464	-14	-1,17378705	-14	-4,19163617	-3,50841838	-1,92027766	-0,81722021	-14	-3,89205611	-2,64552038	-14	-0,14127697	0,8794058	-5,86748513	-14	1,90166453
HFA4_069	-2,532575908	-4,289480048	-14	-0,472183998	0,770761522	-4,290505958	-14	-2,090899838	1,566039893	-2,723974008	-3,651105768	1,652800173	-0,727781598	-14	-14	-14	-14	-0,395090728	-14	-14	-14	-14	-3,629467418	2,022027593	-5,050549168	-0,103784628	-14	-14	-14	-14	-14	-1,987761048	-14	-14	-7,116323988	-14	-0,975271938	-3,947631488	-14	-14	-14	-14	1,490197503	-14	-14	2,192271463
HFA4_070	-14	0,607906552	-14	-3,040473198	-0,409769058	-14	-14	-0,683136338	-14	-4,896246028	-14	-1,514553268	0,066327122	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-14	-5,232381848	-3,944170638	-14	-14	-14	-5,164736468	-3,925020278	-1,847915548	-14	-14	-14	-14	-0,297597688	-14	-6,946126538	-14	-2,733801028	-14	-14	-14	-3,065813818	2,555282293
HFA4_071	-2,409398405	-14	-14	-14	0,527035635	-1,812089645	-4,112969115	-1,457314365	0,254856035	-2,467053915	-14	2,303353635	0,115631675	-14	-14	-2,629065965	-14	0,837595145	-14	-14	-14	-14	-14	2,313239685	-14	-0,128849535	-4,049760155	-14	-14	0,293036975	-14	-2,790992505	-14	-14	-6,285049005	-14	0,223351285	-2,177440085	-14	-14	-14	-1,947982115	0,641220115	-5,610037325	-14	2,040605585
HFA4_073	-4,91057257	-14	-1,72107976	0,3229776	-0,20870747	-2,16056204	-3,69263578	1,05844813	-1,54901076	-2,93881999	2,35869209	0,20998555	-1,9682486	-14	-14	-14	-4,01606023	-1,92968595	-14	-3,60269355	-14	-14	-14	2,01908189	-2,96359675	-1,33194249	-14	-0,60840439	-4,55389297	-0,51196544	-14	-1,4658775	-3,22145116	-14	-3,58361289	-0,40286661	-0,41876313	-4,27212649	-4,8844882	-4,19878288	-4,8188707	-1,4476776	0,79863531	-5,0142824	-14	2,0933481
HFA4_074	-14	-14	-4,213956598	-4,031062348	-0,399928787	-14	-6,150122398	-0,511964098	0,736721622	-3,945740168	0,918907452	-0,177691017	-2,258660358	-14	-14	-14	-3,674207128	-0,353576708	-14	-3,438842638	-14	-14	-14	1,295610173	-1,472965018	-2,421165288	-14	-14	-14	-14	-14	-1,945049118	-4,879335118	-14	-7,491664508	-3,038672388	0,041125933	-14	-14	-14	-14	-2,797865548	0,806277093	-4,524231418	-2,754575368	2,303851973
HFA4_075	-14	-14	0,368882937	-1,064372083	-0,459458653	-1,349877733	-4,419569443	1,596187288	-2,188552383	-2,585350173	2,786591008	-2,771279553	-1,278195163	-14	-14	-14	-14	-0,090534863	-14	-14	-14	-14	-3,562868313	1,355313288	-3,648267543	-2,403732323	-14	-3,601222613	-2,707491793	0,037573357	-14	-1,370579493	-14	-14	-4,683021583	-2,718718243	-0,293094233	-14	-7,139496013	-4,202779163	-2,586849323	-1,761681993	0,301976837	-6,203029123	-4,583312033	2,123132378
HFA4_076	-3,034051585	-14	0,740418715	-3,163378765	0,108298975	-14	-2,156982405	0,380922305	-1,662307565	-2,222203535	1,223437525	1,111523185	-0,696698825	-14	-14	-14	-4,439407595	-2,040927665	-14	-3,523302575	-14	-14	-14	1,553863975	-3,519910755	-0,273714125	-5,113773465	-2,297963115	-14	-1,850925775	-14	-1,512459325	-7,194051575	-14	-4,481334255	-2,408734635	-0,330171115	-4,238093985	-7,778129055	-4,765681925	-4,426013975	-1,683369945	0,820233715	-6,842156265	-2,900832725	1,734331465
HFA4_077	-3,99602747	-14	1,77057842	0,51324086	-0,53749694	-4,26828809	-2,30590962	2,37643695	-14	-1,54707431	3,15057726	-1,73931385	-2,74314951	-14	-14	-14	-14	0,20969715	-14	-3,22158426	-14	-4,7570713	-4,36029347	1,48112319	-3,61444782	-1,66781379	-14	-14	-14	0,71154462	-14	-0,63830887	-14	-5,88659386	-5,52066022	-0,72122427	-0,26375181	-3,48706864	-14	-4,5293497	-1,71782888	-0,81679695	-0,17088305	-7,03560394	-5,17100089	1,43955762
HFA4_078	-2,374479258	-14	2,228398723	-2,000785048	0,227714433	-2,254547398	-4,170691868	-0,930478477	-3,834977118	-2,287482758	0,956429493	0,234032733	-1,999105218	-14	-5,357304968	-1,533403418	-14	-2,168446818	-14	-14	-14	-3,770089358	-3,255397078	-0,626715227	-1,720047708	-1,481578188	-14	0,897791793	-14	-0,348358168	-14	-1,186714228	-1,804796698	-3,886485488	-4,725135668	-1,460064318	-1,005847928	-1,375360588	-0,897607598	-0,730942327	-14	-8,598109648	0,559242923	-14	-14	1,964847723
HFA4_079	-5,48387021	-14	2,15801171	-0,12369315	-0,00229602	-1,320262	-1,15068378	2,60640648	-3,20725337	-2,73326219	3,17867617	-0,29981706	-0,26553752	-14	-4,26805999	-4,75576363	-14	-2,69677853	-14	-3,01185387	-14	-3,38082949	-4,76134438	2,17031744	-1,47806598	-0,75077054	-4,5849884	-0,38336724	-14	-0,7531005	-14	-1,42093037	-3,56091386	-14	-4,30012118	-1,03748463	-1,14654875	-14	-2,42355344	-3,806063	-4,25896557	-1,51551711	0,44911459	-6,29871236	-3,99609722	2,56977514
HFA4_080	-14	1,327093743	-14	-14	0,076750973	-14	-14	-0,620872558	-6,262710368	-1,777813068	-2,538374048	-1,453358968	-0,989872908	-14	-14	-14	-14	-3,499408128	-14	-14	-14	-14	-14	-14	-3,784488918	-0,331033348	-14	-14	-14	-4,023073088	-3,048598948	-1,671983358	-14	-14	-14	-14	-1,085659278	-14	-14	-14	-0,683998277	-14	-14	-14	-14	2,680891663
HFA4_081	-14	-14	-14	-0,255127645	0,436311115	-14	-5,380307575	-2,238643695	0,378105915	-2,765708405	1,058084015	-0,166818935	-0,558177825	-14	-14	-14	-14	-0,963546255	-14	-14	-14	-14	-5,138296855	0,452332335	-2,626818645	-1,676819405	-6,935162775	-2,807732005	-14	-14	-14	-1,601328595	-14	-14	-4,871997045	-2,529750665	-1,109688505	-4,606644495	-7,805743605	-4,976953075	-3,518207395	-1,804316345	0,561177725	-7,565548775	-5,334353475	2,274705985
HFA4_082	-0,67673465	-14	-14	-0,02923603	0,01457715	-3,25311017	-1,52490994	0,23936964	-0,04714411	-2,70405032	2,32392419	0,73716609	-2,26420106	-14	-14	-14	-14	-1,1938213	-14	-5,12179886	-14	-4,55544617	-4,02775631	1,46374292	-3,23629416	-2,76173101	-14	-1,78206416	-4,32618051	-0,96717775	-14	-0,98848184	-5,9232585	-8,43910681	-3,85514627	-2,01249673	-0,95363171	-14	-4,18239829	-4,19611311	-14	-3,38671647	0,31925736	-5,16662658	-3,87426659	1,9275364
HFA4_083	-0,990915528	-14	0,535451753	-0,201396867	0,395108983	-0,975245217	-1,065312958	2,797250843	-14	-3,206235308	2,264756013	0,473475423	-0,593663338	-14	-1,936456478	-2,773786138	-3,871584898	-0,747881418	-14	-14	-14	-3,381116178	-14	0,679552183	-2,176952608	-0,739816507	-14	0,008720142	-14	-14	-14	-1,500070208	-1,608456778	-14	-6,195805118	-1,735828898	-0,687564207	-0,753220298	-1,714182378	-3,433999858	-14	-1,264005468	-0,483333027	-7,471529368	-14	1,792525433
HFA4_084	-1,172081173	-14	-3,666931553	-0,386192632	-0,011950513	-3,571262433	-2,581506373	0,573650838	-0,743795532	-2,562226793	2,020780968	1,109928348	-1,301255243	-14	-14	-14	-14	-2,519099773	-14	-3,950618063	-14	-14	-14	1,265090528	-3,684609023	-1,391543763	-4,023626943	-3,222652473	-4,934901523	-0,474382863	-14	-1,398293153	-14	-14	-5,253409353	-1,779782633	-0,714389822	-14	-14	-14	-3,121836313	-2,515487613	0,496790958	-8,510667773	-5,545794203	2,124633488
HFA4_085	-4,866430515	-14	3,489813075	-0,639378175	0,093172275	-3,086064375	-1,706038785	1,581066965	-1,052459055	-2,347077455	3,979192765	-0,093542685	-2,575779515	-14	-5,091624095	-14	-3,416464665	-1,966437295	-14	-14	-14	-14	-3,438135815	1,727891925	-2,785600175	-2,239501485	-5,282507855	-1,469826295	-14	-1,958125685	-5,970810295	-1,680233385	-14	-14	-6,384188085	-0,168483075	-0,933138025	-4,761900045	-6,029713205	-4,831156865	-4,857702675	-2,349156105	-0,429617495	-7,319369985	-5,125472715	2,520199135
HFA4_086	-2,352778998	-14	-14	-1,538704178	0,585169043	-3,931339028	-1,674463478	0,564846743	-0,505436968	-2,616630148	2,486883123	1,267903073	-0,200094927	-14	-14	-14	-14	-0,729591747	-14	-3,379375148	-14	-4,893846428	-14	1,827990053	-4,428583748	-0,539870507	-5,301039848	-2,569723708	-14	-3,001278388	-14	-2,095459868	-4,962905478	-14	-5,592785828	-0,916178567	-0,174048747	-14	-8,649207538	-14	-14	-1,186399918	1,068471343	-4,981607928	-5,358253448	1,684339573
HFA4_087	-14	-14	-2,83125456	-1,74913761	0,38874711	-2,17314512	-3,9397586	0,01270285	-1,60626081	-2,39152955	2,17889423	0,53117164	-4,02847591	-14	-14	-4,79381782	-14	-1,33127091	-14	-2,81474997	-14	-14	-14	0,80201234	-2,46930969	-1,28511501	-6,02506651	-1,30628247	-4,03888766	-1,20263441	-14	-1,70497277	-14	-6,02502583	-5,56020182	-3,3266043	-1,07416407	-14	-8,56943036	-14	-3,86758542	-2,15356833	-0,45681582	-5,71606197	-14	2,39038973
